,pipeline_id,length_km,diameter_mm,age_years,material,location,repair_type,repair_duration_hours,pressure,temperature,flow_rate,corrosion_level,deformation_level,leak_detection,pipeline_status
2164,PL-11611,5.676907,1148.806661,21,Cast Iron,Urban,Preventive,35,1.575465,11.90171,857.16394,Low,Severe,1,1
2165,PL-64860,5.173336,995.469927,48,Cast Iron,Suburban,Preventive,2,6.880781,46.620009,792.257929,High,None,1,0
2166,PL-72007,7.60394,390.467059,23,Polyethylene,Rural,Routine,2,2.392131,20.376033,664.273929,Critical,Moderate,0,1
2167,PL-72945,7.076136,402.852932,34,Polyethylene,Rural,Corrective,31,1.088805,16.279718,615.480533,High,Severe,0,1
2168,PL-36008,9.923456,732.625415,15,Steel,Rural,Preventive,61,8.48416,14.816198,677.118707,High,None,1,0
2169,PL-40861,3.875095,294.640191,26,PVC,Suburban,Preventive,41,1.230192,34.971967,792.069655,High,Moderate,1,1
2170,PL-88940,7.767392,331.195497,25,Cast Iron,Suburban,Corrective,64,1.670125,29.245744,147.283616,Medium,Moderate,0,1
2171,PL-97299,9.862737,1117.88775,43,Steel,Urban,Preventive,52,4.765705,28.811319,324.955129,High,None,0,1
2172,PL-28198,8.314319,210.785605,28,Cast Iron,Rural,Corrective,13,9.248664,41.569077,713.331744,Low,None,0,1
2173,PL-98975,1.169909,174.223822,26,Cast Iron,Urban,Routine,25,6.535988,22.207973,941.519705,Medium,None,1,1
2174,PL-21684,7.830912,950.886022,21,Polyethylene,Urban,Preventive,44,9.974836,17.355796,181.497185,Medium,Severe,0,0
2175,PL-16247,0.29943,820.557356,19,PVC,Rural,Preventive,56,8.714514,28.052221,826.546878,Low,Severe,1,1
2176,PL-74114,1.079005,947.837228,43,Polyethylene,Suburban,Routine,61,8.388179,40.839569,633.104796,Low,Moderate,0,0
2177,PL-34496,5.593224,999.756173,30,Steel,Suburban,Corrective,40,1.618968,8.56847,890.928739,Critical,Moderate,1,1
2178,PL-14371,9.462049,1060.387405,5,PVC,Rural,Corrective,13,1.554768,49.605224,209.503164,Critical,Moderate,0,0
2179,PL-95725,0.10066,858.145214,18,Cast Iron,Urban,Preventive,70,3.149211,34.024763,538.548202,Critical,None,1,0
2180,PL-79746,6.140655,683.653268,5,PVC,Urban,Routine,28,1.15618,32.880613,797.9366,High,None,1,0
2181,PL-75160,2.274319,1129.045141,40,Cast Iron,Suburban,Routine,3,8.782137,49.938448,269.635698,Low,Minor,0,1
2182,PL-45604,8.226579,1153.623411,3,PVC,Rural,Corrective,17,7.207144,48.183019,339.83038,High,Moderate,0,1
2183,PL-46130,9.315429,134.948097,48,PVC,Rural,Routine,1,5.357588,9.829223,731.601706,Medium,None,0,0
2184,PL-81502,4.183798,490.741815,7,Steel,Rural,Preventive,64,7.833503,29.098594,958.74303,Medium,None,0,0
2185,PL-60838,4.428213,170.39256,26,PVC,Rural,Corrective,58,9.013657,27.860654,949.856029,Critical,Moderate,1,0
2186,PL-46100,7.662887,798.98252,24,Steel,Urban,Preventive,16,5.699468,41.708639,849.781229,Low,Severe,1,0
2187,PL-11368,4.902059,205.511821,1,PVC,Urban,Routine,48,9.81482,22.113338,444.782736,Low,Moderate,1,1
2188,PL-53209,6.445071,533.180012,17,PVC,Suburban,Corrective,12,7.554825,24.682598,384.868069,Critical,Severe,1,0
2189,PL-98050,8.89299,815.241961,39,PVC,Urban,Corrective,39,8.709881,47.632014,389.666203,High,None,0,1
2190,PL-39597,5.832458,951.679351,10,PVC,Rural,Preventive,27,1.346484,46.026505,781.185677,High,Minor,1,0
2191,PL-98543,3.697346,447.626932,45,PVC,Urban,Preventive,17,4.35678,24.565332,669.693442,Critical,Severe,0,1
2192,PL-77901,8.812601,1082.426036,36,Cast Iron,Suburban,Routine,67,6.100839,21.32251,808.920253,Medium,None,0,0
2193,PL-73344,2.675849,665.29559,33,Polyethylene,Urban,Routine,2,3.377183,33.802787,526.248738,High,Minor,1,0
2194,PL-98234,0.936438,936.434724,15,Polyethylene,Rural,Routine,57,8.572786,22.340918,878.856109,Low,Minor,0,1
2195,PL-64596,5.461053,908.674581,11,Steel,Suburban,Routine,20,4.329279,43.496878,722.57884,Low,Severe,1,0
2196,PL-53238,5.168786,1012.580819,25,Polyethylene,Urban,Corrective,25,1.776266,31.021211,160.878327,Low,Severe,1,0
2197,PL-77004,9.619231,891.356769,16,Cast Iron,Urban,Preventive,55,8.827034,8.76004,470.818034,Low,None,1,1
2198,PL-10427,1.318216,585.045331,20,PVC,Urban,Preventive,35,1.328749,30.08728,609.039128,Medium,Minor,0,1
2199,PL-55456,5.016019,597.903448,32,Polyethylene,Suburban,Routine,37,3.288549,13.330966,513.768475,Critical,Severe,1,1
2200,PL-51690,1.492304,894.397626,22,Steel,Rural,Preventive,3,4.307489,31.641937,116.001046,Medium,Moderate,1,1
2201,PL-62412,4.076924,383.851502,36,Cast Iron,Suburban,Preventive,27,8.323225,6.160201,381.410384,Low,None,0,0
2202,PL-75376,4.169094,901.343576,3,Cast Iron,Suburban,Preventive,16,4.845541,25.215131,322.143615,High,Moderate,1,0
2203,PL-53166,1.657917,813.783254,42,PVC,Suburban,Corrective,6,8.45136,23.353258,320.902411,Low,Minor,1,0
2204,PL-21292,8.384084,951.299443,23,PVC,Urban,Preventive,37,3.464155,47.956444,951.362375,Low,Minor,1,1
2205,PL-40342,9.303568,1048.068784,22,PVC,Urban,Corrective,28,3.797452,36.750605,33.452977,Low,Minor,1,1
2206,PL-52017,5.232074,594.662168,28,Polyethylene,Suburban,Routine,41,4.080128,27.466312,491.807226,High,Minor,1,1
2207,PL-67666,2.893351,295.118748,22,Steel,Rural,Corrective,56,3.098173,23.057325,296.390613,Low,Minor,1,0
2208,PL-59705,8.75723,440.460217,22,PVC,Urban,Corrective,70,1.687498,40.350207,604.479765,High,None,0,0
2209,PL-76911,3.345695,730.843623,41,Steel,Suburban,Preventive,30,4.630424,28.005261,841.53038,Medium,Severe,1,1
2210,PL-41129,0.473974,826.732102,7,Polyethylene,Rural,Preventive,23,4.175556,19.418271,786.40173,Medium,Severe,1,1
2211,PL-13899,8.019407,101.177621,31,Cast Iron,Rural,Corrective,39,6.036376,24.48388,714.193689,Critical,Severe,0,1
2212,PL-66576,2.862662,680.416247,11,Polyethylene,Urban,Corrective,3,1.249133,23.050517,720.854236,High,Moderate,0,1
2213,PL-55730,2.942627,775.338568,45,PVC,Urban,Routine,51,2.445116,47.716965,599.85797,High,Moderate,1,0
2214,PL-66162,4.03211,875.665204,25,Polyethylene,Urban,Preventive,71,2.410678,34.347721,553.479635,Critical,None,0,1
2215,PL-60087,4.837823,788.960201,50,Steel,Urban,Routine,30,6.392555,48.873737,622.029515,High,Severe,0,1
2216,PL-83655,4.98574,699.398411,11,Polyethylene,Suburban,Corrective,40,7.419993,5.815793,753.326619,Critical,Moderate,0,1
2217,PL-77854,1.612414,1131.541615,16,Steel,Urban,Routine,22,7.50269,48.469627,941.859513,Critical,Severe,1,1
2218,PL-35810,9.824249,739.057478,41,Steel,Suburban,Routine,22,9.927695,42.189734,980.29922,Low,Minor,0,0
2219,PL-33920,6.713572,235.678435,36,Cast Iron,Rural,Routine,27,9.020683,20.256996,719.973856,Medium,Severe,0,0
2220,PL-38743,9.914716,934.717156,14,PVC,Rural,Routine,44,6.805805,40.160712,224.636234,Low,Minor,0,1
2221,PL-47182,5.328601,865.448422,31,Cast Iron,Suburban,Preventive,50,5.132473,45.356689,237.788636,Low,Severe,1,1
2222,PL-29863,1.874012,279.246515,49,Cast Iron,Rural,Routine,1,4.983311,48.906213,574.471014,Critical,None,1,1
2223,PL-98446,8.568805,733.738571,28,Polyethylene,Urban,Routine,19,9.509776,5.875857,132.724952,Critical,Minor,1,1
2224,PL-25521,9.696565,1005.28144,49,PVC,Rural,Routine,24,1.048125,43.753768,685.727373,High,Severe,0,1
2225,PL-84915,7.795843,110.08519,31,Steel,Rural,Routine,62,1.824208,25.658817,326.392334,High,Severe,1,0
2226,PL-74659,6.333032,248.569347,41,Polyethylene,Suburban,Corrective,20,4.320935,42.972739,739.124034,High,Severe,0,1
2227,PL-98540,9.573228,915.400448,27,Polyethylene,Suburban,Corrective,64,4.127579,23.59409,662.418111,High,Moderate,0,1
2228,PL-98188,6.133807,566.352821,34,Cast Iron,Rural,Preventive,2,9.947554,37.682462,798.36115,Low,Minor,1,0
2229,PL-19227,5.830171,658.805614,14,Polyethylene,Urban,Corrective,51,2.489988,48.186232,134.478169,High,Moderate,0,0
2230,PL-51831,7.86134,996.960923,43,Steel,Urban,Preventive,51,2.196729,18.198286,100.674506,Medium,Severe,0,1
2231,PL-19586,0.433821,113.229113,11,Cast Iron,Urban,Routine,40,6.594186,29.509192,799.721887,Medium,Severe,1,1
2232,PL-78918,7.76256,1066.765349,18,Polyethylene,Urban,Corrective,70,1.896598,38.524627,615.794722,Low,Minor,1,0
2233,PL-84358,5.20999,578.383072,44,Steel,Rural,Corrective,49,3.897475,37.772934,953.877304,High,Moderate,1,1
2234,PL-50378,9.380061,737.119143,32,Cast Iron,Rural,Routine,4,9.265999,42.43488,973.289164,High,Severe,1,0
2235,PL-40230,3.583768,471.364282,25,Cast Iron,Urban,Preventive,51,9.110665,46.319918,76.60277,Medium,None,0,1
2236,PL-66211,9.83024,758.126966,6,PVC,Urban,Corrective,22,8.445066,44.327571,555.724889,Medium,Severe,0,0
2237,PL-57554,2.065601,328.834293,14,Cast Iron,Urban,Corrective,6,6.477931,30.725041,208.14998,High,Minor,0,1
2238,PL-50304,8.568548,559.449502,23,PVC,Suburban,Preventive,3,9.869851,49.369738,805.056367,Medium,Moderate,1,1
2239,PL-66013,8.65309,514.720086,18,Cast Iron,Urban,Preventive,19,9.383657,49.361358,919.152865,Critical,Severe,0,1
2240,PL-54360,3.315493,152.352334,39,Cast Iron,Rural,Routine,43,8.463795,10.218556,108.438642,Low,Severe,1,0
2241,PL-12710,8.063825,294.051944,9,Cast Iron,Rural,Routine,7,7.601831,39.356573,449.367438,High,Minor,1,1
2242,PL-69467,1.55467,391.00401,12,Polyethylene,Rural,Corrective,18,4.626321,11.329368,771.078498,Medium,None,1,1
2243,PL-46589,6.545844,957.589588,26,PVC,Suburban,Preventive,20,3.389172,45.792703,254.595029,Critical,Moderate,0,1
2244,PL-42128,1.777929,742.080674,41,Steel,Rural,Routine,50,7.473677,17.50426,316.721214,Critical,None,0,1
2245,PL-73995,0.351458,1029.002784,15,Polyethylene,Urban,Routine,19,2.471467,8.944396,23.3414,Low,None,1,1
2246,PL-70715,9.684465,1071.025652,18,PVC,Suburban,Preventive,5,9.649252,45.788025,826.235203,High,Severe,1,1
2247,PL-33696,9.245519,1168.970425,45,Steel,Suburban,Corrective,20,2.81225,12.396845,513.611229,Low,Minor,0,0
2248,PL-13466,1.471312,1101.766571,19,Polyethylene,Urban,Preventive,18,9.372929,24.957105,965.345892,Low,Minor,1,0
2249,PL-17806,8.725752,807.371398,11,Cast Iron,Urban,Routine,40,6.529358,5.416759,220.734026,Low,None,1,1
2250,PL-80736,4.144075,675.383489,35,Cast Iron,Rural,Routine,1,2.161973,41.300566,804.894278,Critical,Moderate,0,1
2251,PL-65416,1.944332,351.127794,38,PVC,Rural,Preventive,12,1.444004,32.046563,466.217038,Low,Minor,0,1
2252,PL-74124,2.900306,718.476354,38,Steel,Suburban,Corrective,6,5.355812,48.500502,634.76651,Medium,None,0,1
2253,PL-50152,0.743487,975.611173,49,Steel,Suburban,Preventive,24,7.102788,28.242025,60.653294,Medium,Severe,1,1
2254,PL-12315,8.030171,672.024181,49,PVC,Rural,Routine,37,9.172707,28.7093,475.634075,Critical,Minor,0,0
2255,PL-47864,8.632135,156.67875,50,Polyethylene,Suburban,Corrective,23,9.125447,24.842854,616.166931,Critical,None,1,1
2256,PL-29278,4.815929,260.355564,22,PVC,Urban,Routine,10,4.644056,7.42771,312.597336,Medium,None,0,0
2257,PL-19964,1.088457,1022.326197,47,Steel,Urban,Corrective,61,6.062765,9.423585,358.392391,Critical,None,1,0
2258,PL-89831,2.886585,1090.217748,4,PVC,Urban,Preventive,35,8.468392,26.894276,493.474645,High,Severe,1,1
2259,PL-89979,7.758666,160.350168,1,Steel,Rural,Corrective,38,8.299511,5.074895,689.489154,Medium,None,1,0
2260,PL-30794,3.442076,945.250541,44,PVC,Rural,Corrective,47,9.020734,8.768346,780.93059,Medium,Minor,1,1
2261,PL-30964,6.957151,544.656213,19,Steel,Suburban,Routine,68,6.32121,17.216036,397.989123,Critical,Moderate,1,0
2262,PL-69112,6.312756,821.301256,45,Steel,Rural,Routine,66,9.41734,35.571148,317.417571,Medium,None,0,1
2263,PL-42031,8.889947,369.784751,24,Polyethylene,Urban,Preventive,52,7.496968,10.057617,159.608638,High,Moderate,0,0
2264,PL-34224,6.368856,246.608876,28,PVC,Rural,Routine,41,3.684758,20.74258,809.694533,High,Moderate,1,0
2265,PL-29579,7.915424,932.364646,21,PVC,Rural,Corrective,64,9.532613,43.470172,337.986323,Low,Minor,0,0
2266,PL-68040,6.72443,749.214153,32,PVC,Urban,Preventive,31,9.175574,19.879823,83.560529,Medium,Minor,0,1
2267,PL-91803,6.242847,542.246998,18,Steel,Rural,Corrective,18,1.901407,18.984205,493.109517,Critical,Severe,0,0
2268,PL-72697,8.126285,907.088954,47,PVC,Rural,Routine,70,1.91552,7.113057,659.271863,Medium,Severe,1,1
2269,PL-44905,9.382041,513.580668,29,Polyethylene,Suburban,Corrective,14,1.791634,14.208231,568.281149,Critical,Minor,0,0
2270,PL-87864,7.259064,526.814059,40,Steel,Urban,Preventive,44,3.373627,28.226604,943.020621,Medium,Moderate,1,1
2271,PL-81683,3.572596,998.802114,47,Steel,Urban,Routine,35,1.477923,42.387592,992.699345,Medium,Minor,0,0
2272,PL-62704,2.703147,465.098311,6,Steel,Rural,Routine,68,7.348344,34.708422,663.302583,High,Moderate,0,0
2273,PL-20281,6.347859,737.953205,41,Steel,Rural,Routine,17,7.450201,35.604138,463.301399,Medium,Severe,1,1
2274,PL-48683,1.059484,376.938982,31,Cast Iron,Urban,Corrective,59,8.084432,38.291032,822.156293,High,Moderate,0,1
2275,PL-88447,9.586886,567.838549,39,PVC,Suburban,Corrective,26,7.458322,48.666431,89.33227,Critical,Moderate,1,1
2276,PL-38235,1.979661,1072.106605,37,PVC,Urban,Routine,57,1.685523,47.523285,306.458555,Critical,Minor,0,0
2277,PL-40934,2.468833,197.843578,27,Steel,Rural,Corrective,3,8.260878,24.138942,901.983597,Medium,Moderate,0,1
2278,PL-36777,1.901812,140.858889,42,Polyethylene,Urban,Corrective,4,8.28696,15.599515,186.230057,Medium,Moderate,1,1
2279,PL-44507,5.269189,1196.348687,6,PVC,Suburban,Preventive,30,6.911347,12.40507,176.298245,Critical,None,1,0
2280,PL-50212,9.280813,558.423597,2,Polyethylene,Suburban,Corrective,51,4.779412,15.041277,637.920192,High,Moderate,1,0
2281,PL-26514,3.525026,593.942319,29,Steel,Suburban,Preventive,62,4.003818,48.08842,761.945537,Medium,Severe,0,1
2282,PL-52194,2.370211,664.008907,47,Cast Iron,Rural,Corrective,62,3.560838,39.310567,45.088427,Medium,Moderate,1,1
2283,PL-14336,6.521639,505.028498,31,Polyethylene,Urban,Routine,69,9.165635,11.596663,867.868087,High,Moderate,0,0
2284,PL-94312,7.996966,810.043956,19,Cast Iron,Suburban,Preventive,11,9.277076,31.845689,312.762442,Low,Severe,1,0
2285,PL-76261,2.686403,1144.643547,40,Cast Iron,Rural,Corrective,11,4.889622,36.148243,837.081651,High,None,0,0
2286,PL-62213,6.639285,469.03104,28,Steel,Urban,Preventive,67,9.623189,14.623976,150.03447,High,Minor,1,1
2287,PL-40071,9.977555,143.058638,40,Cast Iron,Suburban,Corrective,36,6.098121,36.814444,36.03494,Critical,None,0,0
2288,PL-76484,6.949967,160.544872,33,Steel,Rural,Preventive,5,7.300718,45.75493,388.700073,High,Moderate,1,0
2289,PL-99481,9.332811,1029.088264,10,Polyethylene,Rural,Corrective,20,6.43031,6.860677,264.55708,Critical,Moderate,1,1
2290,PL-85942,8.256563,415.798458,13,Steel,Suburban,Corrective,48,8.709127,44.063648,621.329083,Medium,None,0,0
2291,PL-59869,8.298652,785.245587,34,Steel,Rural,Routine,62,1.682485,49.376401,23.391583,High,Moderate,1,0
2292,PL-14207,0.566581,324.248053,41,Polyethylene,Urban,Corrective,15,9.900007,41.433296,32.709756,Critical,Severe,1,0
2293,PL-75607,5.137181,680.325642,38,Polyethylene,Suburban,Corrective,19,5.669043,11.604644,617.76545,Low,Severe,0,1
2294,PL-42235,2.512979,144.450212,36,Polyethylene,Urban,Preventive,8,2.055229,41.649844,202.906923,High,Moderate,0,1
2295,PL-92050,7.151271,838.200916,13,Polyethylene,Rural,Corrective,34,7.738345,35.300495,537.427908,Low,None,0,0
2296,PL-68532,7.608496,855.345457,23,Steel,Suburban,Routine,26,6.885518,42.754277,662.30044,Low,Moderate,1,0
2297,PL-71617,1.227541,679.411821,40,Cast Iron,Suburban,Corrective,44,9.067464,32.75985,862.968181,High,None,0,0
2298,PL-67244,8.973831,118.894639,16,Polyethylene,Suburban,Corrective,8,2.526247,35.296774,166.327939,Low,Minor,0,0
2299,PL-37903,3.671218,122.541126,9,PVC,Urban,Routine,41,1.871251,39.935117,971.123931,Critical,Minor,1,1
2300,PL-64104,8.500918,224.376576,14,PVC,Rural,Routine,18,6.530677,5.701169,533.814847,Medium,Moderate,1,0
2301,PL-18401,8.977279,368.130792,25,Steel,Urban,Corrective,56,1.827151,28.720499,473.316691,High,Moderate,0,1
2302,PL-49463,4.58678,521.882818,12,Cast Iron,Urban,Preventive,38,2.998372,39.37735,485.754265,Critical,Moderate,0,1
2303,PL-93436,4.561553,660.111694,25,Cast Iron,Urban,Preventive,1,1.536531,34.497164,629.855525,Critical,None,0,1
2304,PL-38834,6.766681,544.927239,16,Polyethylene,Suburban,Preventive,45,5.933306,23.867165,803.29635,Medium,Severe,1,1
2305,PL-46635,0.803008,414.19879,21,Steel,Rural,Corrective,65,9.326908,17.239893,882.321623,Critical,Severe,0,0
2306,PL-48208,2.581348,942.537319,41,Polyethylene,Urban,Corrective,7,1.426,7.068533,240.101511,Medium,Moderate,0,1
2307,PL-97910,1.56526,256.917907,49,Polyethylene,Urban,Routine,2,7.588443,7.102014,808.666274,Critical,None,0,0
2308,PL-41670,9.316457,715.59578,2,PVC,Urban,Routine,10,9.064552,27.635731,843.644708,High,Moderate,1,0
2309,PL-74392,0.127111,164.813891,27,Steel,Rural,Corrective,46,5.930392,39.2164,160.105859,Low,Severe,1,1
2310,PL-73534,8.190846,1095.786535,11,Cast Iron,Rural,Corrective,18,8.350919,31.658719,19.29537,Critical,Moderate,0,0
2311,PL-26460,8.030953,771.101771,21,Polyethylene,Rural,Preventive,11,6.920775,16.28088,806.689691,High,None,1,1
2312,PL-95754,0.344984,999.088918,25,PVC,Rural,Preventive,14,8.522822,5.176464,937.975786,Critical,Moderate,1,0
2313,PL-34261,8.197495,716.878711,50,PVC,Urban,Routine,67,6.418504,15.915826,323.196668,Low,None,1,1
2314,PL-47401,0.382228,605.135841,22,Steel,Rural,Corrective,12,4.965055,8.634982,167.736363,Critical,Moderate,1,0
2315,PL-39196,7.851445,706.384875,7,Steel,Suburban,Routine,8,4.907237,44.494316,983.461553,Low,Severe,1,0
2316,PL-57203,6.024497,707.073837,48,Polyethylene,Suburban,Routine,23,6.747449,7.219825,789.076773,High,Moderate,1,0
2317,PL-76271,9.774136,669.383039,30,Steel,Suburban,Preventive,29,3.83182,6.685167,716.186427,Medium,Moderate,0,1
2318,PL-13673,6.019483,1085.837312,4,Steel,Suburban,Routine,43,2.232623,29.406387,540.942062,Medium,None,1,0
2319,PL-90408,2.950408,453.758356,49,Steel,Suburban,Preventive,40,9.603367,34.67002,418.928485,Medium,None,0,0
2320,PL-45974,1.344737,626.201554,35,Steel,Urban,Preventive,24,9.850257,31.730726,679.976425,Low,None,0,1
2321,PL-95511,7.911029,265.935771,48,Cast Iron,Urban,Routine,17,8.395734,47.845287,35.828464,Low,None,1,0
2322,PL-15638,5.225038,1070.687906,38,Steel,Suburban,Preventive,55,1.210509,23.31165,723.32976,Low,Moderate,1,1
2323,PL-24123,1.331189,862.313678,17,Cast Iron,Rural,Routine,55,5.645814,6.686926,71.383151,Medium,None,1,1
2324,PL-61853,7.984804,797.290079,49,PVC,Urban,Corrective,26,3.095787,30.901679,258.436637,Low,Severe,0,1
2325,PL-39740,0.133554,1198.896503,13,Polyethylene,Rural,Corrective,54,6.36723,32.372033,955.520123,Critical,Minor,1,1
2326,PL-94756,3.593337,663.743303,37,Polyethylene,Suburban,Preventive,39,1.86882,39.406116,646.816334,High,Moderate,0,1
2327,PL-30371,7.328138,1178.770504,7,PVC,Rural,Preventive,55,5.683087,28.708659,620.181258,High,Moderate,1,1
2328,PL-78992,8.426585,701.798422,47,Steel,Suburban,Preventive,12,6.889134,20.904122,816.071234,High,Severe,0,1
2329,PL-59328,4.164746,611.724301,5,Steel,Suburban,Routine,38,9.301835,21.1387,573.079062,Medium,Severe,1,0
2330,PL-57206,1.515062,973.85655,4,Cast Iron,Rural,Preventive,69,5.691431,31.558864,214.044611,High,None,1,0
2331,PL-14510,9.939376,521.11716,43,PVC,Suburban,Routine,59,9.01376,46.336794,116.920693,Critical,Minor,1,1
2332,PL-75258,5.441149,706.72419,2,PVC,Suburban,Preventive,16,7.587487,43.881613,899.096931,Medium,Severe,0,0
2333,PL-10950,1.667937,566.860653,14,Steel,Rural,Preventive,54,2.651764,48.487511,867.432235,Low,Minor,0,0
2334,PL-73697,3.022402,422.452274,32,Steel,Urban,Preventive,65,4.105256,12.751622,514.739083,Medium,Moderate,1,1
2335,PL-75393,7.717689,586.284802,49,Cast Iron,Urban,Preventive,17,5.096881,45.105902,698.443306,Low,Moderate,1,0
2336,PL-58532,0.556783,1195.955963,42,Steel,Rural,Preventive,52,8.946573,41.134688,460.186249,Medium,None,1,0
2337,PL-54430,1.83042,512.195157,37,Polyethylene,Rural,Corrective,44,1.80679,38.840016,732.978293,High,None,0,0
2338,PL-98520,8.242334,194.888063,49,Cast Iron,Urban,Preventive,72,1.646163,21.326669,580.844468,Low,None,1,0
2339,PL-16811,6.298728,226.981707,18,Cast Iron,Suburban,Routine,23,5.558462,16.325461,561.016115,Low,Severe,0,0
2340,PL-35279,2.747052,696.993256,35,PVC,Rural,Preventive,63,2.167022,45.276624,384.514319,High,Moderate,1,1
2341,PL-37634,7.489951,1160.799793,43,Cast Iron,Suburban,Routine,49,7.900158,40.763692,472.87437,Medium,None,0,1
2342,PL-33318,1.171279,565.509231,5,Cast Iron,Suburban,Corrective,44,7.906825,7.31627,371.774419,Low,Moderate,1,1
2343,PL-60859,9.036756,307.831595,22,Steel,Urban,Preventive,62,3.571078,16.630187,152.217242,Low,Minor,0,0
2344,PL-24390,1.872902,122.238635,22,Steel,Suburban,Routine,68,3.699731,9.918013,860.522096,Critical,None,0,1
2345,PL-70729,9.603709,945.709397,40,Cast Iron,Urban,Preventive,50,6.201156,15.335535,194.105898,Critical,Moderate,1,1
2346,PL-96872,6.278175,135.601644,10,Steel,Urban,Preventive,70,6.135963,15.53215,973.141246,Low,None,1,1
2347,PL-41518,1.972663,821.109417,9,PVC,Urban,Preventive,61,1.428022,25.119862,495.74036,Low,None,1,1
2348,PL-57304,2.975225,676.821488,29,PVC,Suburban,Preventive,60,6.534947,11.800313,455.777523,Critical,None,0,1
2349,PL-96059,5.304728,557.609202,31,Polyethylene,Rural,Routine,65,7.340268,41.591413,983.157417,Medium,Severe,1,0
2350,PL-58735,2.022036,452.738805,34,Steel,Rural,Routine,19,2.285662,24.586549,627.514418,High,Minor,0,1
2351,PL-34674,5.340555,519.179629,15,Cast Iron,Rural,Preventive,57,6.196974,5.674307,332.827481,Critical,Moderate,1,0
2352,PL-94612,5.836622,151.67303,26,Steel,Suburban,Routine,31,9.358365,43.395736,568.557909,High,Minor,1,0
2353,PL-43694,4.737137,673.361159,23,Cast Iron,Urban,Preventive,47,5.748832,8.760587,783.928559,High,Severe,0,0
2354,PL-32117,9.496212,759.384265,12,PVC,Suburban,Corrective,10,4.743072,31.578154,179.983962,Medium,Minor,0,0
2355,PL-65025,5.43039,738.901677,18,Polyethylene,Urban,Routine,49,5.409354,44.512266,621.649677,Medium,None,1,0
2356,PL-84335,2.411732,876.744477,5,Steel,Rural,Corrective,34,6.187937,12.474497,588.367916,High,Minor,1,1
2357,PL-77271,1.436382,965.186632,21,Cast Iron,Rural,Corrective,49,5.759326,30.114458,609.874799,Critical,None,1,1
2358,PL-39635,3.206684,952.898623,28,Steel,Urban,Routine,2,3.964096,8.388371,301.980873,Low,None,1,1
2359,PL-48217,2.423202,625.152182,46,Cast Iron,Rural,Preventive,8,7.802343,30.598407,853.953491,Medium,None,0,1
2360,PL-93308,1.158994,314.264339,32,PVC,Urban,Preventive,55,6.313243,25.64871,905.980433,Low,Minor,0,1
2361,PL-10039,8.491059,208.584008,4,Polyethylene,Rural,Preventive,19,3.333428,37.777618,903.289311,High,Severe,0,0
2362,PL-34826,6.837703,1130.837949,40,Steel,Rural,Routine,41,1.827863,16.57999,742.726233,Medium,None,1,0
2363,PL-93521,6.797832,959.992367,31,Steel,Suburban,Preventive,32,6.549942,37.143432,19.116232,Low,Moderate,0,1
2364,PL-56783,4.881284,415.372719,28,Steel,Rural,Routine,23,7.09797,33.163868,225.167413,Critical,Severe,0,1
2365,PL-76327,8.603673,1176.254508,50,Polyethylene,Suburban,Preventive,37,2.557622,48.9899,489.389009,Low,Minor,1,1
2366,PL-46571,1.163903,591.101743,12,Polyethylene,Urban,Routine,72,1.364962,26.079593,602.244121,Medium,Moderate,1,1
2367,PL-14580,1.060363,483.238411,14,PVC,Rural,Routine,19,6.372101,32.414548,446.728647,Critical,Moderate,0,0
2368,PL-85322,2.166409,1171.777389,47,Steel,Urban,Preventive,11,9.632209,7.49021,727.041945,Low,Severe,1,0
2369,PL-30048,9.182646,288.257081,44,PVC,Rural,Corrective,26,9.184648,33.682191,505.158554,Critical,Moderate,1,0
2370,PL-41788,4.249557,588.836825,50,PVC,Urban,Corrective,54,9.215102,40.093032,648.072364,High,Minor,1,1
2371,PL-63462,3.295265,199.714901,47,Polyethylene,Suburban,Preventive,57,3.155463,23.153987,695.25168,Low,Severe,0,1
2372,PL-14518,6.545656,365.807823,24,Polyethylene,Suburban,Preventive,3,5.416687,22.163654,233.749516,Medium,Minor,1,1
2373,PL-11542,0.140191,434.306106,42,PVC,Urban,Preventive,26,2.235025,18.73202,951.91708,Medium,None,0,0
2374,PL-71212,5.89847,922.780011,24,Steel,Urban,Corrective,65,5.082245,23.016929,749.247993,Critical,Severe,1,0
2375,PL-46670,8.564217,1117.171435,30,Polyethylene,Suburban,Corrective,67,9.502919,30.999626,693.993321,Medium,None,0,1
2376,PL-79652,6.348124,777.927157,49,Polyethylene,Suburban,Corrective,63,8.418468,5.60033,103.969887,Critical,Moderate,0,0
2377,PL-12687,6.354186,184.210396,11,Steel,Rural,Routine,53,8.38684,45.373199,506.406589,Low,Minor,0,1
2378,PL-72247,9.400387,1098.730561,6,Cast Iron,Suburban,Corrective,24,7.66479,49.87334,178.294536,High,Minor,0,0
2379,PL-13535,1.392436,858.425333,12,Cast Iron,Urban,Corrective,52,7.255059,19.966139,317.269073,Medium,None,0,1
2380,PL-42700,5.150248,760.676022,20,Cast Iron,Suburban,Routine,44,1.883105,37.097663,679.2444,High,Minor,1,0
2381,PL-81687,8.478147,1001.521345,18,Steel,Suburban,Corrective,20,5.388559,30.566767,713.864912,High,Severe,0,1
2382,PL-78991,4.88659,1102.549284,45,Polyethylene,Urban,Preventive,36,1.332285,37.641854,808.950294,Low,Severe,1,0
